productcatalogservice-76cccdc9d8-6nk6g,frontend-7ccb676d6d-blphg,checkoutservice-5865c57b66-zpwqq,productcatalogservice-76cccdc9d8-bj6nk,productcatalogservice-76cccdc9d8-vz267,frontend-7ccb676d6d-jtxzq,productcatalogservice-76cccdc9d8-7j9ll,productcatalogservice-76cccdc9d8-jtrlp,paymentservice-d4b77979b-47wmn,currencyservice-856499b5db-lkwm7,productcatalogservice-76cccdc9d8-srwdn,adservice-76469b5944-qsr6k,emailservice-7758c6765c-2j5dj,recommendationservice-6f6d584d7f-vbz7w,checkoutservice-5865c57b66-84sp7,productcatalogservice-76cccdc9d8-4r778,productcatalogservice-76cccdc9d8-wrfsq,paymentservice-d4b77979b-lt5ld,productcatalogservice-76cccdc9d8-vsw78,shippingservice-7499794f94-gmcld,recommendationservice-6f6d584d7f-9npgz,recommendationservice-6f6d584d7f-9jqvl,productcatalogservice-76cccdc9d8-xlzt2,productcatalogservice-76cccdc9d8-jhqf6,frontend-7ccb676d6d-jjcf9,frontend-7ccb676d6d-ln6jw,adservice-76469b5944-h6cqg,currencyservice-856499b5db-7954f,currencyservice-856499b5db-zjm6k,cartservice-7678657b45-nnr5h,productcatalogservice-76cccdc9d8-cknh2,cartservice-7678657b45-jn8f2,frontend-7ccb676d6d-prndn,currencyservice-856499b5db-vpzwz,productcatalogservice-76cccdc9d8-hgks6,cartservice-7678657b45-5xr6g,cartservice-7678657b45-5ps5q,recommendationservice-6f6d584d7f-wk9lg,cartservice-7678657b45-s8zjs,currencyservice-856499b5db-hfg4j,cartservice-7678657b45-j2l8k,shippingservice-7499794f94-s67q7,productcatalogservice-76cccdc9d8-hfczp,currencyservice-856499b5db-8wn2t,currencyservice-856499b5db-zp88b,currencyservice-856499b5db-m87pf,adservice-76469b5944-9tlwk,adservice-76469b5944-sqhfq,productcatalogservice-76cccdc9d8-49ggr,frontend-7ccb676d6d-b7rlj
1.227718885,8.686101382,2.783541495,1.2418074,2.034401136,8.276571378,1.402611019,2.033762311,0.173843107,1.846798403,1.98518938,2.001552819,0.557840069,5.412877897,1.642918349,0.997439064,1.432392199,0.126005251,1.450603473,0.821003805,3.709288245,4.43630421,1.571453262,1.417604129,8.695560623,8.856025577,2.906059695,3.236102995,3.719249925,2.840191044,1.31691704,2.494564239,6.588786254,3.075091417,1.286363026,1.835027467,1.823915836,5.310200254,2.160513021,3.969068512,2.778218846,0.808894768,1.45488843,2.139643397,3.948192942,4.087555969,2.705002488,2.550722603,1.436918848,9.120719918
0.811629473,7.792772574,2.627581227,1.565587109,2.171518399,8.345164702,1.402051433,1.994265816,0.132149669,2.100957029,2.054569052,2.158371681,0.546180995,3.677891073,3.276840372,1.101877502,1.961291576,0.233759757,0.991675712,0.661572508,4.449788747,6.281684166,2.083794237,1.349453563,6.159967115,8.754657665,2.97679566,3.233343776,3.76582425,1.88103566,1.357058048,2.564796452,8.230887114,4.048885277,1.850499574,2.373442362,1.545923758,3.677472385,2.282052644,4.139525857,2.696726932,0.62138809,1.399236983,2.807111936,3.878789114,4.321982132,3.205073367,2.450968292,1.379405393,7.196848401
1.419562472,9.70636951,3.773033293,2.038780644,1.939847389,8.557785952,1.44830571,1.576688018,0.21062339,2.72474118,1.427424301,2.546442551,0.797699702,3.386126285,3.203927724,1.245552979,0.848206617,0.209719913,1.148669327,0.82728739,4.473918086,5.757526363,1.718349472,1.394963403,9.018668382,7.032977481,2.473453417,2.050300328,2.267384095,1.586705949,1.644736146,1.753705156,8.131454964,2.75271957,1.841907904,2.613912998,2.339627415,2.835557745,3.187727004,4.094939973,2.742860721,0.628969634,1.204472647,1.937404721,2.288672488,3.900917496,2.563165682,2.179567824,1.12801811,8.739069761
1.452117898,9.912386083,2.41048433,2.067975696,1.434536533,8.935249067,0.982429184,1.992398774,0.189278025,2.007546819,2.111461147,1.80208568,0.473979968,5.235697065,2.756170614,1.188595713,1.55030783,0.187365782,0.868380386,0.524381161,4.528072826,5.194379846,1.607329225,1.465939659,8.890506446,8.83423091,3.058242573,3.157931845,3.688574608,2.834286282,1.738795941,2.375969373,8.245176559,3.552478347,1.558847308,1.855533983,2.258340419,5.218294084,3.385751016,4.075915613,2.325818237,0.845646378,1.432762258,2.803441048,3.445394357,2.54463399,3.251162383,2.436682609,1.473668328,6.787664152
1.425207476,10.14323778,2.861531191,1.952033592,2.224450616,6.698347369,0.97829936,2.07614691,0.154073629,2.671054105,2.129742191,2.538138091,0.705706963,4.086421089,2.374360315,1.370496513,1.498729545,0.19196184,1.368822792,0.773197548,2.871373471,6.145804948,2.082207531,1.43247953,5.869016862,8.806088653,2.225875823,2.068880846,2.954310354,2.891785326,1.361248559,2.156622907,8.283264535,2.104687298,1.907201119,2.354323248,2.142302727,5.202248946,2.232055433,3.653789047,2.331560894,0.620178599,1.376145226,2.697076125,3.391670121,2.761277578,3.351165789,1.397231978,1.433886732,8.710823357
1.453114654,10.11712294,3.512581873,1.963759512,1.139177323,8.459155152,0.867703622,1.957947756,0.292685709,3.262316332,2.048800996,2.634453502,0.72816291,3.371259403,3.508965318,0.868088445,1.859660214,0.195737097,1.428450102,0.656009974,3.373932383,5.867155256,1.995232553,1.442565178,7.366199637,8.902293825,2.934290095,3.787799787,4.119723288,2.632219093,1.692094825,2.530212408,8.255297023,2.473790371,1.855959903,2.490839828,1.802641934,4.263449624,3.200820306,2.259492602,2.354282894,0.855820813,1.367220112,2.844563729,3.654368576,3.682378596,2.569671783,2.162905912,1.248803774,5.32951707
1.422139999,7.847629561,3.644890065,2.021226976,1.512755831,6.516228264,1.38461981,1.54777354,0.22229661,3.017782744,1.933297607,2.559097211,0.801157835,3.923387418,2.814909986,1.348124239,1.406190557,0.137719621,1.078375597,0.714603761,4.385234148,4.905241514,2.067232426,0.54423707,6.362456072,8.752573768,2.953199336,2.778785989,4.191641316,2.06708821,1.743519066,2.115166013,6.962630542,2.289238835,1.927634953,2.134487548,1.92162237,5.285985206,3.305517696,2.809818137,2.539558302,0.570817453,1.401084846,2.743547102,2.953083353,2.461344277,3.127791611,2.073238608,1.427733137,7.048468776
1.437627327,8.982376251,3.578735969,1.992493244,1.325966577,7.487691708,1.126161716,1.752860648,0.25749116,3.140049538,1.991049302,2.596775357,0.764660373,3.647323411,3.161937652,1.108106342,1.632925386,0.166728359,1.25341285,0.571148518,3.879583266,5.386198385,2.03123249,0.993401124,6.864327855,8.827433797,2.943744716,3.283292888,4.155682302,2.349653651,1.717806946,2.322689211,7.608963783,3.515025702,1.891797428,2.312663688,1.862132152,4.774717415,3.253169001,2.53465537,2.446920598,0.713319133,1.384152479,2.794055416,3.303725965,3.071861437,2.848731697,2.11807226,1.338268456,6.188992923
1.358982503,9.195343097,2.689460794,1.951133801,1.97538705,8.300136189,1.290306567,1.929183125,0.238585359,2.920576225,2.033206195,2.504875177,0.781608966,5.15824185,3.454060323,1.030570379,1.847850188,0.241849802,1.120292845,0.537734675,4.112340426,5.743328629,1.949086637,1.032002667,9.329405602,7.256517034,2.614726728,2.450392772,3.626399861,2.678912461,1.612259405,1.979093567,6.361681195,3.470698951,1.874705683,1.773170164,1.928956476,3.912329592,2.092884568,3.555710431,2.659457259,0.74078175,1.314379898,1.820964366,3.561114823,2.732950525,2.443437345,2.414966819,1.354309884,6.670502568
0.804669532,10.10440505,3.00045593,1.759850644,1.623500931,8.772147879,1.042677889,1.32802978,0.220462814,2.76992107,1.935559574,2.51113094,0.480005007,2.86349489,3.197232948,1.288812326,1.873088169,0.130605852,0.971226748,0.536756832,3.517324299,5.868500744,1.459709893,1.359128525,8.916550822,8.746636787,3.170161813,3.306709572,2.321283906,2.191022534,1.678619677,2.038689342,8.112247595,3.540975504,1.413993208,2.417782415,2.145170173,5.112532912,2.925258878,3.547981055,1.749285155,0.791659607,1.351328942,3.163748458,3.624042951,3.625749797,3.097949808,2.465738576,1.400766522,5.795810999
1.214011127,9.27470731,3.147285643,1.718523754,1.644845138,10.11190297,1.190722073,2.369011468,0.217200238,3.300462486,2.392907483,1.653592373,0.631648084,6.298141789,3.081670078,1.333561015,1.693595271,0.137381446,1.643835981,0.946290073,5.03676291,6.934440236,2.299499428,1.246557319,10.60981844,7.745442,2.612774065,2.986550658,3.032238938,3.328379551,1.906091507,3.068914703,7.439934487,4.281538097,1.20312622,2.889449128,2.830291195,6.03814021,3.404646287,4.372727712,3.106126143,0.721262769,1.63748983,3.517329449,3.773707711,4.332056348,2.73390462,2.723793953,1.674904406,9.935678146
1.701434712,12.19884768,3.408948739,2.555560166,2.460923489,10.29653307,1.05466291,2.354989533,0.162724808,2.595872597,2.497748187,2.035762646,0.318355746,5.548458984,2.172941513,1.21156265,1.927692311,0.494612162,1.681530598,0.921213791,3.945123016,7.491907784,2.472485054,1.67170462,8.689170671,10.58729721,3.340573113,2.85265883,4.519792623,3.399288132,2.079953493,2.630327321,7.789231516,4.721401348,1.783784597,2.30500786,2.42078876,6.371075415,3.159214846,2.833430797,3.588945165,0.973164112,1.71390875,3.69744943,5.107335133,4.09770047,3.607304428,2.63229276,1.746350293,7.97638092
1.882964709,7.810355307,3.45965107,2.126342704,2.190545572,10.87843902,1.806774405,2.441445433,0.246767877,3.582025566,2.409508488,2.180842208,0.497884479,5.626882847,4.678838032,1.45446628,1.575136055,0.204286419,1.326066184,1.058727739,5.533121272,6.261825695,1.965385058,1.862992513,8.11945144,10.8884879,3.269901553,2.631263623,4.509978395,3.741622148,2.036171329,3.076918128,9.720233043,3.441733898,2.329260163,1.842196412,1.916383358,4.302506668,3.124422031,5.123509488,3.510162845,0.801266891,1.403533425,3.541030897,4.822773526,3.329413636,2.699194738,2.863456427,1.225725448,6.346912415
1.695380973,12.25889748,3.78689552,2.511681094,2.607311301,8.039726897,1.719236818,2.43353245,0.280928403,3.249492803,1.842919036,2.83011504,0.960247506,4.119399197,2.886111128,1.3108553,2.304444606,0.166548552,1.148112417,0.728971765,5.469529143,7.212258052,2.419371959,1.216391075,10.50085335,10.2616283,3.319429617,2.982452079,4.41307127,3.231272779,1.718667696,2.691169171,9.550459048,4.629742129,2.285409269,2.115687154,2.93786073,6.313871042,3.855515758,4.611077589,2.670290125,0.78569174,1.427460972,2.763305777,4.927799452,3.853485256,2.820415278,2.796120794,1.77349999,8.611989457
1.504262157,7.900220073,2.984909511,2.514149548,1.991496907,7.186895562,1.849743905,2.4380631,0.235552028,3.552920518,2.426929296,1.804440387,0.579232222,4.797289628,3.622995135,1.382868961,1.67053459,0.25690876,1.410228238,0.77836754,5.797153411,7.458494639,1.886161117,1.492543114,8.624219523,10.57512451,3.191689079,3.786372017,3.211605817,3.556454992,2.196169868,2.705208057,9.613133828,4.712438611,2.347461243,3.185458736,2.252984346,6.411727474,2.560207536,4.024072716,1.188950757,0.776110971,1.2690752,3.588609138,4.702631229,5.165752229,2.645169061,2.482325393,1.931525515,7.995108497
1.266359836,12.32343142,3.377720362,1.930366339,2.539108742,8.480106416,1.450075057,2.346943914,0.268706063,3.625829792,2.441212107,1.169523577,0.845729371,5.002159451,2.56591801,1.809010865,2.424751821,0.193929422,1.920996013,1.055502853,4.933285143,5.599765132,2.368477344,1.295961709,10.59181435,7.918130955,3.240952104,3.775524635,4.061925339,1.89356547,2.051076516,2.851329148,8.092916117,4.616061691,1.502926705,3.386583637,3.062333652,5.283676322,3.613628293,4.269800264,3.603265449,0.986794366,1.457686694,3.646312392,4.492122987,3.590217594,3.451081605,2.312118825,1.901056869,10.85408618
1.466204781,11.95138705,2.969041489,2.606137062,2.416493203,8.357692277,1.777569562,1.981768456,0.432456866,4.205507946,1.91766349,2.847473081,1.056642028,5.501231699,4.282257082,1.798040825,2.413026405,0.247950303,1.502642752,1.045691548,5.659596605,4.727614997,2.440950057,1.438447356,10.71183555,6.717127991,3.451702487,3.559042296,4.111835839,3.223102181,2.021854024,1.993744175,6.984360541,4.506006551,2.306390688,3.228257063,2.126609025,6.342836138,3.589941978,4.687478907,3.26264984,1.01031417,1.434907135,2.792241063,4.571928974,4.691362955,2.597420097,2.14087571,1.516492889,8.275003906
1.824312626,11.85068013,2.604764155,2.51024879,1.782116933,10.14505246,1.774240338,2.439682109,0.184317013,2.961611722,1.923858854,2.762193427,0.401058434,5.292707658,1.117531803,1.778116284,1.566448371,0.210455331,1.835029423,1.039913628,5.647911963,7.08996117,1.942118601,1.785416902,8.717646897,8.006006623,2.125182056,3.220744945,3.557327051,2.29620076,2.063500691,2.339883837,7.860409795,3.218005511,2.339243526,2.909345104,2.730150682,4.553348939,2.37882415,4.402294969,2.824511636,0.995624263,1.761296237,3.490397566,4.2976691,4.288231851,3.469195203,2.926914695,1.455957029,8.090302552
1.758528255,12.16574842,2.702120527,2.490766859,2.567953691,8.097880082,1.333245499,1.53436344,0.244786797,3.784854648,2.388675311,1.977545444,0.863156331,6.824129352,2.796138076,1.757256928,2.469994673,0.157930483,1.751813649,0.943210724,5.569513826,5.396354227,2.395064436,1.706969392,10.76549801,10.87923181,2.610388385,4.082285072,4.924230106,2.994125506,1.991783676,2.570200333,7.507991805,3.469856374,1.736972154,2.971467,2.582927981,6.275011594,3.44746366,2.978217445,3.307219203,0.930720261,1.441804625,2.096039977,3.589137896,4.43010879,2.638641975,2.242628013,1.764441809,7.931563895
1.365409921,9.791273164,2.494142009,1.701485458,2.600778902,7.554575551,0.97276667,1.984246294,0.167739598,2.801700985,1.71534615,2.785321837,0.53709335,6.696170911,4.135486485,1.750053972,2.441037755,0.256030706,1.205705914,0.549393877,5.554324955,5.774997465,2.458323645,1.313895253,7.7368824,10.50800154,3.3116074,3.74832266,4.848328154,3.767748424,2.038978688,3.108871306,9.863038129,4.463164658,2.381839989,3.208175812,2.57358024,5.715839487,2.75039986,3.575401727,3.598970459,0.703857314,1.759878114,3.715808695,4.59277149,3.713455832,3.383367256,2.010249885,1.797063799,11.19879604
1.514515778,8.193884547,3.508540893,1.673811684,1.796210824,10.36999085,1.283007163,2.417816718,0.18145956,3.548226586,2.383480223,2.694421686,0.886783683,5.555056434,2.34046776,1.836061728,2.357683838,0.1889804,1.459891862,1.04845529,4.113532638,5.873953209,2.463449414,1.404889964,10.69951172,10.51048797,2.587049411,2.692452529,3.536352643,2.322334649,2.169124607,2.483972292,9.76932331,3.570230567,2.329210531,2.830963529,3.104898416,6.568944369,2.677105496,4.486254418,2.733694437,1.016162378,1.769207992,3.777282537,3.547287486,4.542934824,2.840912311,3.001247971,1.555620193,10.73006985
1.948239087,7.864961794,3.001341451,2.599293707,1.94366946,10.69163014,1.53557961,2.201031506,0.185327121,3.174963786,2.049413187,2.739871762,0.711938517,6.125613673,3.237977123,1.79305785,2.399360797,0.222505553,1.402872524,0.820950622,4.519186194,5.824475337,2.460886529,1.359392609,8.610717575,8.690400001,2.742071419,3.220387595,4.192340399,3.045041537,2.104051648,2.988737025,7.536150421,4.016697613,2.358561807,3.019569671,2.855443329,5.306446628,3.590485837,4.030828073,2.224382062,1.044647526,1.764543053,3.777355538,4.070029488,4.128195328,3.485152011,2.354001731,1.880029813,10.96443294
1.731377433,8.029423171,4.747600666,2.136552696,1.869940142,10.5308105,1.409293387,2.441561602,0.183393341,3.556169963,2.430493525,2.344495915,0.8790039,6.886254139,3.714269808,1.252714687,2.494234184,0.197298733,1.431382193,0.934702956,4.316359416,7.362279846,2.471787811,1.868861211,9.655114648,9.600443986,2.664560415,3.701814203,4.438434529,3.458357984,1.650010827,2.736354659,8.652736866,4.331654895,2.343886169,2.33671345,2.980170873,5.937695499,3.133795667,4.544087434,2.47903825,1.030404952,1.226508406,3.777319038,4.832739839,3.388688555,3.163032161,2.677624851,1.717825003,8.726821054
1.25796697,9.654397937,3.020636779,1.522671874,2.110520408,8.501350471,1.646363292,1.561815678,0.279301027,3.289657741,1.918379567,2.745880824,0.590634437,6.887538832,2.647790936,1.650377858,2.507848177,0.14504702,1.131650295,0.973756183,5.125488547,6.136327934,1.825501051,1.358598717,7.612623538,10.72551669,3.22302099,2.712990993,4.281687938,2.54167222,1.41587887,2.312037489,9.828746425,3.870993927,1.725916607,2.774956198,2.063565215,6.352988897,2.528154044,2.382179767,3.589333736,0.917065171,1.696014796,3.361598538,3.904510891,4.120620682,3.505716902,1.455440245,1.766016696,10.06034309
1.369164462,12.3635486,3.474226679,2.481373163,2.539263769,10.55215331,1.652612797,2.471583498,0.277881694,3.363982718,2.462432606,2.32726342,0.952903103,7.004533118,4.736563035,1.297051821,2.51259534,0.216720085,1.801847355,0.62982434,2.77112004,7.480113946,2.504895862,1.768903636,10.96034736,8.159629454,2.803508502,3.03696886,4.63300621,3.673213617,1.994327676,2.554678799,9.77124491,4.903843916,1.559792585,2.355001837,3.015149058,5.429084094,3.339364695,4.056146369,1.87054108,0.980278979,1.808574639,3.502992658,5.099652264,4.940876521,3.694389696,2.55372773,1.784973505,10.50384597
1.8099945,9.069507564,3.799680429,2.466489548,2.0187241,7.022570582,1.415359391,1.907319119,0.186266604,2.809073821,1.941826843,1.612377746,0.554214969,4.742284741,3.355571709,1.715502161,1.608680648,0.16135454,1.282951471,0.990527696,5.268458774,5.457470283,2.406029005,1.339196698,7.694847887,10.35793931,3.275837787,3.07306789,4.352625837,3.092257855,1.526622528,3.36488571,9.45082621,4.782888279,2.356860109,2.716178893,2.713418845,6.285049146,2.663007918,2.880865975,2.027698598,0.986035268,1.396429575,3.440176046,4.448608363,3.714772178,3.460272872,2.731273504,1.799164742,8.346983196
1.189293758,11.89859973,2.720763443,1.969454527,1.885925658,10.15054362,1.364044793,1.857970932,0.157755906,2.850531329,2.262376027,2.799265644,0.418651717,5.173083915,3.057848087,1.223976955,2.425919374,0.07708749,1.045431987,0.712930517,4.345923695,6.117963589,1.47224648,1.311352705,10.93444314,10.48447905,3.291419524,2.582122645,3.568988252,2.345931109,1.477875658,2.178076854,9.602134462,4.894361847,2.261754587,1.866684986,1.891818686,6.149588104,3.377928927,4.881453734,3.142689132,0.606146793,1.712039802,3.392081887,4.571919313,4.904944761,3.500787806,2.248871367,1.747292282,10.25117682
1.037447512,11.70797613,1.67387851,2.452041871,2.552533968,10.51088078,1.453002473,2.419645772,0.148239425,3.150292235,2.258486936,2.795147283,1.011885757,3.308710723,3.665618231,1.325156683,2.428910723,0.202049468,1.77951879,0.800954141,4.520278041,7.293360385,2.451225201,1.432628541,10.98410387,10.49366444,3.431770281,4.09575841,4.911636953,3.368642482,2.027254175,2.961331157,9.878398631,4.538437823,2.351281507,2.996358715,2.766773585,6.637504015,3.252321767,4.77239805,2.224868643,0.822428779,1.797202302,3.588695101,4.4332352,3.55371171,3.351664314,2.793160417,1.825863366,7.528280726
1.735869027,11.33165048,3.065458357,1.931672929,2.493053392,10.03827111,1.448594424,1.473184314,0.188998076,3.857817066,1.271985073,2.630214521,0.646381924,4.935397139,3.711823287,1.672987606,1.806290955,0.230494255,1.448167878,0.952485146,3.81171008,5.229886646,1.380246055,1.337281973,8.430279486,10.36953225,1.83124983,3.373958961,5.013882352,2.965053002,1.472166045,1.852263116,9.460015888,3.236379996,2.235932523,2.40328049,1.927757034,5.217185113,3.254436564,2.888539262,3.032230264,0.913691968,1.675674689,2.883014764,4.321552317,2.989440367,3.349771958,1.626450758,1.313168661,10.32174409
1.386658269,11.51981331,2.503912323,2.052716021,2.57346905,10.3479974,1.450798449,2.374244783,0.168618751,3.427806343,2.371910751,2.820823763,0.687890587,6.547872569,4.221488143,1.698991112,2.324310712,0.229612302,1.613843334,0.749022053,4.165994061,5.844375844,2.441824529,1.671396538,9.707191678,10.30373215,2.647096526,4.368062523,3.527854809,2.136135752,1.620073405,1.913896787,9.669207259,3.549789737,1.415527328,3.139951585,2.354920974,6.196059654,3.253379166,4.410334644,3.285047739,0.924080641,1.387651536,2.783381262,4.351377634,3.635109908,2.574874721,2.991943413,1.730465341,10.42541766
1.692685894,11.99531027,2.78468534,1.992194475,2.533261221,10.19313426,1.741280477,1.923714549,0.240232823,3.642811704,1.821947912,2.725519142,0.667136256,5.741634854,3.966655715,1.685989359,2.065300834,0.230053279,1.788421121,0.8507536,3.947883233,5.537131245,1.911035292,1.504339256,10.48951495,10.3366322,2.239173178,3.871010742,4.270868581,2.550594377,1.546119725,1.883079952,9.241333416,3.393084866,1.825729926,2.771616038,2.141339004,5.706622384,3.863855796,3.649436953,3.158639002,0.918886305,1.531663113,2.833198013,4.336464976,3.312275138,2.96232334,2.309197086,1.521817001,10.37358088
1.860586771,10.06308622,3.184312208,2.494416902,2.608043383,10.57352593,1.769711212,2.427490722,0.184012306,3.829908911,1.955966097,2.770054665,0.552078857,6.822810478,2.881185429,1.328620759,2.359425597,0.227788888,1.529794749,1.044489209,5.641508145,7.302131202,2.483585786,1.434170485,11.11815356,8.770182964,3.401375058,4.052639867,4.634624505,3.388512574,2.075817513,2.474912577,5.563573983,3.488424503,2.367410226,3.217677099,2.529247969,4.53745447,3.341653987,4.510279786,3.502785342,0.782247677,1.768651735,3.042669873,2.542976375,4.379791535,2.607722169,1.909047241,1.775370003,9.261059582
1.009468822,12.01697861,4.511961079,2.477035125,1.751662704,9.95563999,1.21225053,1.718680853,0.219904139,2.762505473,2.402609832,2.651529865,0.568455376,4.651701249,3.346707414,1.16421524,1.840124251,0.225076155,1.720856182,0.693344466,4.199775601,4.820070445,2.435313624,1.728656214,10.63909921,10.29776771,3.164491923,4.19472602,2.962246663,2.883668891,2.014323508,2.198185734,9.562873497,3.682635106,2.264846646,2.590733012,2.538470035,4.607169652,3.491897611,4.456560736,3.128108103,0.931372185,1.69979091,2.818640631,4.927981639,3.182761727,3.551342191,2.621021188,1.23702711,7.162383785
1.805682112,9.675891289,2.276827886,1.918521348,2.458701368,7.751325185,1.438531558,2.006588219,0.257651264,2.940380192,1.662797146,2.74664438,0.944979456,6.797034554,3.983813558,0.900948663,2.357412443,0.297965699,1.342263634,1.057335204,5.541303642,5.103432516,2.443490111,1.750956003,11.02133087,7.898323985,2.382578708,3.970966832,3.211705974,2.016614565,2.028757235,2.994438189,7.621465663,3.334707895,1.692460266,3.285747431,2.076082324,5.172445177,4.050028516,4.304894329,3.254218309,0.728950043,1.765649097,2.69702333,3.891938308,4.229992452,2.459445692,2.819799623,1.337418982,7.543491706
1.258852807,12.20166203,3.611820707,2.405835371,2.621554234,9.834517178,1.417846893,1.61517776,0.311660008,3.295048464,2.472747409,2.813190108,0.853470884,6.748372882,3.878579902,1.700515598,2.283885951,0.210832121,1.762714584,1.009492661,3.174860065,7.426501506,2.430550098,1.734925792,10.58877787,8.495687388,3.184574297,2.642711162,4.587427989,3.178730594,1.642687436,2.385237021,9.360722359,4.308723386,1.793538901,3.025159067,2.285490078,4.953001973,3.593914921,2.942183096,3.000468449,0.964096277,1.698766083,3.362112221,4.651947263,4.254503278,3.527524484,1.97885765,1.775235608,10.51710239
1.539644374,10.02051029,1.960624795,2.468939967,2.636022351,10.45329082,1.336769569,2.443051347,0.247865827,3.445177677,1.931877339,2.735174543,0.28297456,5.648670726,4.053795493,1.72330526,2.349223429,0.158774275,1.7964163,1.029012657,4.096736934,5.724450631,1.647660789,1.811034986,10.23892473,10.50355676,3.231817649,3.812302031,3.461759403,2.648123158,1.698018789,2.107990408,9.602055244,3.447912487,1.69455737,3.377624936,2.873130893,3.597980417,2.62782482,4.900224568,3.242629787,0.993915772,1.72170232,2.616416801,3.450658767,4.981628335,3.546474128,1.99792743,1.199991447,10.61152407
1.699451409,11.56265294,3.697414679,2.014318118,2.053078596,9.770080759,1.417686647,2.220868771,0.325237325,3.338072692,1.488304928,2.701916631,0.700067166,6.447309355,3.102974228,1.180714758,2.371750553,0.259405929,1.711677607,1.011757589,5.296583232,5.778993012,1.32011246,1.341162781,10.46168593,7.624805526,2.569922918,3.951058121,3.462830452,2.742891062,1.542313138,1.76047507,9.484408241,4.004074123,1.570370352,2.627981056,1.950477554,4.917896294,3.042353182,4.777876881,2.913101672,0.991308412,1.680670559,3.474839281,4.544416447,4.938582087,2.761089648,1.786212948,1.116904855,9.594753896
1.619547892,10.79158162,2.829019737,2.413265339,2.428271751,10.13241828,1.377228108,1.570501832,0.230895978,3.391625185,1.710091134,2.722049028,0.759089545,6.439963181,3.578384861,1.452010009,2.360486991,0.209090102,1.754046954,1.020385123,4.696660083,5.751721822,2.413770898,1.621149181,10.35030533,9.064181143,2.900870283,3.881680076,4.813659778,2.69550711,1.504743252,1.934232739,9.543231743,3.725993305,1.490475206,3.002802996,2.411804224,4.257938356,2.835089001,2.853266888,3.07786573,0.890156247,1.701186439,3.045628041,3.997537607,3.090185734,3.153781888,1.892070189,1.158448151,10.10313898
1.149726265,11.65242429,2.941710479,2.213791729,2.240675174,9.95124952,1.376694005,1.895685302,0.278066652,3.139371468,1.716798593,2.71198283,0.729578355,6.443636268,2.625397509,1.386677795,1.51606987,0.126733491,1.569600077,0.664299776,5.025937445,6.841968496,1.866941679,1.481155981,10.46834495,10.17005559,3.317523649,3.523925844,4.138245115,3.305425482,1.523528195,2.309962111,7.629818539,4.555809476,1.530422779,3.053738548,2.40281764,5.962124149,3.282825864,3.815571884,3.361452095,0.94073233,1.596526274,2.667608993,4.245826492,4.014383911,3.513010835,2.703389113,1.681865362,9.92376535
1.813867266,9.357932797,3.760067244,2.486283734,1.964996341,10.5422501,1.270888058,1.782482825,0.273697522,3.340690965,1.922634563,2.798335188,0.781624973,6.781578714,3.704478287,1.700145978,2.395144466,0.265781322,1.787153327,0.96764686,5.505294856,7.249730547,2.414124592,1.792682149,11.0849259,10.44302359,1.95949702,3.807493375,4.975337013,3.21643406,2.099332341,2.171937804,9.398787385,4.39549409,1.415338809,2.605714469,1.551144748,6.432337597,3.567636113,4.627505732,3.007661531,0.945782422,0,2.171502362,4.371467758,4.080201344,2.153127355,2.764720372,1.308911482,6.965439642
1.508282791,7.211722785,2.547302994,2.410558893,1.948674477,8.625684792,1.705441872,2.327917307,0.146143795,3.784068834,2.356414333,2.703610267,0.812842599,5.256486091,2.336783178,1.668106381,1.896485927,0.251856813,1.439431981,0.758023351,5.382173201,5.583033291,2.028674243,1.778610947,6.699179798,10.29670824,2.667097956,4.315628486,4.9620449,1.986610305,1.657266437,3.029047845,9.466464907,3.210385761,2.261793875,2.616734833,2.18320658,4.712818317,2.306206312,4.638658633,3.000802071,0.978325305,1.678308552,2.834481974,3.563177566,4.627361625,3.538591672,2.746114564,1.772835702,10.79192346
1.484368351,9.595897475,3.674301221,1.928924714,2.4489698,10.40113,1.737418427,2.410433683,0.329187213,3.27530089,2.380692494,2.675698964,0.856366782,6.700215056,3.968987061,1.403689333,2.410190977,0.253022785,1.785410686,0.792680632,5.478033281,7.24636877,2.360566525,1.17228952,10.52533535,10.4740387,1.529623823,4.115970086,5.30346833,3.270002586,2.040232067,1.91568462,7.671998135,4.316123451,1.46651879,3.092589068,1.620084923,4.953805168,2.618773384,4.367173544,2.898777923,0.797436668,1.743786975,3.947781528,4.625200375,4.368400328,3.506935457,2.009081969,1.784700219,7.951528356
1.827507081,9.010922747,3.122244967,2.490714781,1.641035934,10.23308031,1.821346261,2.471639558,0.216810023,3.626779757,2.470512732,2.307089627,0.570921746,4.553900222,3.23854285,1.729762083,2.427711082,0.229249089,1.258556789,0.805038638,4.194017644,7.494824469,2.448678017,1.233092285,11.15355616,10.29544242,2.303927242,3.35858678,4.587541461,3.708475804,1.514182829,2.803172404,9.520077831,4.203815815,2.335105703,3.117917455,2.165564633,6.295981801,2.458332816,3.29773932,3.57275513,0.979867501,1.475332841,3.742288427,4.924908248,3.613279116,3.356724393,2.359437024,1.838063843,7.117541795
